area,quartos,banheiros,garagem,preco
64,1,1,0,322903
199,4,4,3,1059350
165,3,2,2,844561
230,4,4,3,1171115
72,1,1,0,360308
287,6,5,4,1519318
67,1,1,1,323135
267,5,5,4,1369238
98,1,1,0,476078
59,2,1,1,359459
165,4,4,4,908025
211,4,3,4,1085127
95,2,2,1,494610
157,2,2,2,748961
268,5,4,4,1364269
243,4,3,4,1251774
144,3,3,2,755812
110,1,1,1,498945
101,3,3,3,579419
220,4,4,3,1162743
132,2,1,2,678562
295,5,5,4,1502295
52,2,1,1,292849
267,5,4,4,1375779
67,1,1,0,322298
246,5,4,4,1292659
168,2,1,2,787887
112,2,2,1,583843
91,1,1,1,420803
280,4,4,4,1428582
115,3,2,3,650078
282,4,3,4,1426952
215,3,3,3,1096341
183,3,2,3,942818
73,1,1,0,344697
232,5,4,4,1225414
134,1,1,0,597749
167,2,2,1,821759
160,3,3,3,849001
261,5,4,4,1347632
221,5,5,4,1204012
194,5,5,4,1072143
279,4,3,4,1414647
136,2,1,1,634998
186,2,1,2,859063
149,2,2,2,756521
112,3,3,3,643488
55,1,1,0,245444
163,3,3,3,871575
212,5,5,4,1155328
112,2,1,2,553262
292,5,5,4,1481121
225,4,4,3,1172542
127,2,1,1,641406
123,2,1,1,572296
207,4,4,4,1095626
139,3,2,3,732334
120,2,2,1,609972
199,3,2,3,994529
119,3,3,2,629081
214,4,4,4,1150224
120,3,3,2,680948
290,4,3,3,1407190
57,2,1,2,330822
92,2,1,1,477635
158,3,2,2,780078
273,4,4,3,1365743
207,3,3,3,1023095
263,5,5,4,1350398
190,3,3,3,971201
89,2,2,2,512470
271,5,4,4,1412949
257,5,4,4,1320017
200,5,5,4,1123710
237,3,2,3,1163264
184,4,3,4,1003346
115,2,1,2,569970
296,4,4,4,1477581
282,5,4,4,1421494
179,3,3,2,923648
192,4,3,4,1049827
170,2,1,2,814312
79,1,1,1,416707
177,4,3,4,960988
53,1,1,0,245177
208,5,4,4,1111302
72,1,1,1,372097
227,3,3,3,1132108
84,2,1,1,445040
130,2,2,2,649790
230,3,3,2,1095845
115,2,2,2,596000
219,4,3,3,1098928
158,3,2,3,819778
84,1,1,0,397225
223,4,4,3,1177145
271,5,4,4,1367084
105,2,1,1,539091
161,3,2,2,795733
85,3,2,2,469232
292,6,5,4,1503465
61,1,1,0,328741
174,2,1,2,842550
50,1,1,0,261509
147,3,3,2,752349
119,2,2,2,596322
168,2,1,1,793257
156,3,3,2,843291
47,1,1,1,249416
139,4,3,3,807505
226,5,5,4,1227901
161,4,3,4,868301
283,4,3,4,1422556
229,4,3,3,1152303
297,4,4,4,1479346
204,5,4,4,1102844
264,5,4,4,1380307
233,4,3,4,1206646
98,3,3,2,548413
118,3,3,2,673190
131,1,1,0,585392
147,4,3,3,841326
262,6,5,4,1419965
249,5,5,4,1322554
187,3,3,2,922407
173,4,4,3,954780
113,1,1,0,542015
79,2,1,1,409876
212,4,4,3,1127218
84,3,3,2,501038
299,6,5,4,1578850
54,1,1,0,264941
275,5,5,4,1430124
63,1,1,1,350579
129,3,3,2,691277
244,5,4,4,1295058
285,6,5,4,1492649
179,4,4,4,1004031
190,3,2,2,947696
68,1,1,1,366654
58,1,1,0,284659
221,4,4,4,1133899
170,3,2,3,878832
88,1,1,0,404724
131,1,1,0,593406
261,6,5,4,1411810
285,4,4,4,1436378
244,4,3,4,1215357
150,3,3,3,784920
198,4,4,3,1051168
83,2,2,2,437715
197,5,4,4,1101435
93,2,2,1,498721
288,6,5,4,1531743
84,2,2,2,482280
205,4,4,4,1079466
277,5,4,4,1428204
300,5,5,4,1546807
267,4,3,4,1335709
120,2,1,2,627320
267,6,5,4,1432945
149,4,4,4,870139
127,2,1,2,617029
103,2,1,1,501694
203,5,5,4,1125257
63,1,1,1,301541
59,1,1,0,303024
66,2,1,1,386533
87,2,2,1,495420
253,5,4,4,1344637
116,2,1,1,574407
173,4,3,3,934909
107,2,2,2,588211
165,4,3,3,869000
134,2,2,2,675563
175,2,2,2,866850
102,2,2,2,559143
171,3,2,3,875344
233,4,3,3,1202746
72,1,1,1,350668
230,3,2,3,1117458
49,2,2,2,297714
165,3,2,2,832760
207,5,4,4,1153183
86,3,3,3,560326
215,5,4,4,1175775
178,2,2,2,873060
212,5,4,4,1159433
139,4,3,3,779057
147,3,3,2,753663
125,2,1,2,644946
208,5,5,4,1135683
133,2,2,1,635131
257,5,4,4,1363835
238,4,3,3,1205203
162,2,2,1,768556
131,1,1,1,617547
178,3,2,3,884749
105,1,1,1,523215
298,4,3,3,1433087
181,3,3,3,912732
265,5,4,4,1387625
141,4,3,4,828134
119,1,1,1,543232
275,5,5,4,1405618
50,2,1,2,323417
248,5,5,4,1334841
176,2,1,1,795615
215,4,4,4,1144739
68,1,1,1,333425
247,4,3,3,1244442
136,2,1,2,661428
284,5,4,4,1466347
266,5,5,4,1382730
67,1,1,1,358409
229,5,5,4,1246969
180,3,3,2,905679
296,5,5,4,1500581
121,1,1,0,523550
285,5,4,4,1452601
104,3,2,3,586164
293,6,5,4,1556032
120,1,1,0,530351
190,3,2,3,960912
153,2,1,2,715635
171,4,3,4,903901
190,2,2,2,922688
99,2,1,1,474112
280,6,5,4,1484941
47,1,1,1,246693
111,2,1,2,555379
73,1,1,0,345739
175,3,2,3,866845
55,1,1,1,310084
251,5,4,4,1300765
296,6,5,4,1536730
94,2,1,2,491992
243,5,5,4,1271512
261,5,4,4,1364532
263,4,3,4,1318977
159,3,3,2,815851
284,6,5,4,1482486
121,2,2,1,613481
263,5,4,4,1334555
100,3,3,2,579451
174,3,3,2,910174
53,1,1,0,287122
138,4,3,3,775879
197,4,4,4,1070282
180,3,2,2,879129
85,2,1,2,460020
54,1,1,0,240671
132,3,3,3,755336
294,5,5,4,1532532
199,3,2,2,947709
142,2,1,1,705696
58,1,1,0,299181
168,4,3,3,894320
282,5,5,4,1430829
104,2,1,2,536588
286,4,4,3,1401394
195,5,4,4,1046516
97,3,3,3,599705
193,3,3,3,986457
294,5,4,4,1489456
206,3,3,3,1067470
287,4,4,4,1436781
268,4,3,4,1357192
143,4,4,4,817811
157,3,3,2,846279
195,5,5,4,1116164
286,5,4,4,1473465
89,3,2,2,497873
125,3,2,3,683356
200,4,3,3,1010188
228,4,4,3,1156050
61,1,1,1,291669
161,2,1,2,761096
219,4,3,4,1162541
122,1,1,1,592762
279,4,3,3,1394776
66,1,1,0,347273
150,3,2,3,802410
271,6,5,4,1450607
231,4,3,3,1194813
148,4,4,3,824677
287,5,5,4,1455985
181,3,3,3,945451
170,3,3,2,852043
264,6,5,4,1434662
230,3,3,2,1145472
50,1,1,1,258631
250,5,5,4,1320773
63,1,1,1,320079
250,5,5,4,1295517
188,3,3,3,975797
150,4,4,4,882816
146,3,2,2,759421
216,5,4,4,1148207
92,2,2,1,458934
59,1,1,1,323412
261,4,3,4,1297223
226,3,2,2,1089608
197,3,3,3,986872
164,3,3,3,876507
116,3,2,2,619685
143,3,3,2,739204
262,6,5,4,1374475
262,5,5,4,1374639
84,2,2,2,495948
180,4,4,4,1003155
295,6,5,4,1542147
110,3,3,2,637171
105,2,2,2,529136
125,2,1,2,600230
106,2,2,1,550460
123,1,1,1,569140
200,4,4,3,1078852
118,2,2,1,625205
201,4,3,3,1066882
295,4,3,4,1427427
67,2,2,2,404477
276,5,5,4,1458887
112,2,2,2,600126
274,5,5,4,1448216
254,6,5,4,1359016
68,2,2,1,413351
129,1,1,0,596999
88,2,1,1,471788
288,4,3,3,1379843
185,3,2,3,908547
209,5,4,4,1161290
56,1,1,0,275393
57,1,1,1,273365
103,1,1,1,470039
138,3,2,2,710706
253,5,4,4,1301492
58,1,1,1,278071
208,4,4,4,1092503
237,3,2,2,1122103
166,4,4,3,901848
76,1,1,1,351489
292,4,4,3,1473282
54,1,1,0,289802
109,2,2,2,549299
149,3,3,2,806050
170,4,4,3,901065
282,5,4,4,1415343
291,5,5,4,1490230
153,3,2,2,802043
80,1,1,1,409772
107,2,2,2,549218
207,4,4,4,1089292
170,3,3,2,873133
213,3,2,2,1045497
288,4,3,3,1405677
295,6,5,4,1544300
60,2,1,2,373266
237,4,4,3,1237394
49,1,1,1,246447
272,4,3,3,1361103
188,3,2,2,954095
200,4,3,4,1047789
63,1,1,0,278067
145,4,3,4,830296
297,5,4,4,1478683
110,1,1,1,527349
161,3,2,2,832615
174,4,3,4,956806
71,1,1,1,344159
107,3,3,3,627298
67,1,1,1,336929
274,5,4,4,1390553
216,3,2,2,1063390
261,4,3,3,1275979
213,4,3,3,1065426
290,6,5,4,1543083
173,3,2,3,868221
219,3,3,2,1053578
269,4,4,3,1322405
76,1,1,1,405532
78,1,1,1,359190
199,5,4,4,1107204
73,1,1,1,360924
94,3,2,2,535514
241,5,5,4,1279457
58,2,2,1,321678
97,1,1,0,479668
109,2,2,2,575348
272,5,4,4,1421633
67,1,1,1,347707
268,5,5,4,1380260
285,5,5,4,1466171
49,1,1,0,252033
72,2,2,1,386531
148,2,2,1,736368
288,6,5,4,1519976
198,5,5,4,1083471
277,4,4,3,1350642
159,3,3,2,812464
291,5,5,4,1493434
139,2,2,1,659632
228,3,2,2,1087643
270,5,5,4,1380945
146,3,3,2,756548
179,3,3,2,892500
145,2,1,2,736680
96,1,1,1,474117
101,2,1,2,522097
167,3,3,2,864932
267,4,3,3,1348250
111,2,1,2,579705
236,4,4,3,1181227
141,3,2,3,734398
72,1,1,1,344112
86,3,2,2,505532
243,4,4,4,1234330
209,4,4,4,1110848
182,4,3,3,947786
148,4,3,4,819925
201,5,5,4,1144409
236,4,3,3,1209458
88,2,2,2,470684
66,2,2,2,392766
284,6,5,4,1515524
299,5,5,4,1502419
136,3,2,3,739493
83,2,1,2,471820
85,2,1,1,417771
81,1,1,0,375073
145,3,3,3,801838
185,3,2,3,903559
198,4,4,4,1060191
51,2,1,2,297114
161,3,3,2,839005
284,6,5,4,1483317
141,4,4,3,807949
275,4,4,3,1379847
110,2,1,2,583110
226,4,3,4,1161099
251,5,5,4,1336396
61,1,1,1,321436
245,5,4,4,1260175
242,4,4,3,1224950
276,5,4,4,1393036
135,1,1,0,592235
146,2,2,2,712693
164,3,2,3,818565
233,3,2,3,1160941
255,6,5,4,1349463
259,6,5,4,1417017
150,3,2,3,784324
288,5,5,4,1487530
279,5,4,4,1408151
273,4,4,3,1368062
213,5,5,4,1177357
65,1,1,1,323726
197,5,4,4,1070727
136,3,3,3,774892
138,2,2,1,666308
125,2,2,1,641747
156,4,4,3,866365
84,1,1,1,410352
129,2,1,1,625088
58,1,1,1,294121
249,5,5,4,1291503
173,2,1,2,838528
282,6,5,4,1459809
169,4,3,4,947567
187,3,2,2,936179
96,2,2,1,509239
245,4,3,3,1242392
184,3,3,3,928461
155,2,1,2,764661
69,1,1,1,346897
71,1,1,1,376473
148,3,3,2,763706
91,1,1,0,396154
217,4,3,3,1138221
94,2,1,1,475042
100,2,2,1,531938
151,4,4,3,836431
154,2,2,2,744178
52,2,2,1,314905
153,4,3,3,854720
187,3,2,2,954429
156,4,4,4,863872
132,2,1,2,663744
243,4,4,3,1249238
207,5,4,4,1097556
274,6,5,4,1436044
55,1,1,0,292359
264,5,4,4,1344814
236,5,5,4,1246139
237,4,3,3,1211933
272,5,4,4,1390210
65,2,2,1,359008
214,4,3,3,1103144
72,1,1,1,364575
209,4,4,3,1069034
296,4,3,3,1453773
117,2,1,1,555782
149,3,2,3,799312
284,5,4,4,1435851
262,5,4,4,1346100
274,5,5,4,1401043
229,5,5,4,1237648
270,6,5,4,1457713
291,4,4,4,1480170
87,2,1,1,435261
239,5,5,4,1267361
237,5,4,4,1231355
285,5,4,4,1424273
51,1,1,1,269451
247,4,4,4,1259572
81,2,1,1,418419
128,2,2,2,674145
223,5,5,4,1224257
242,5,4,4,1274708
62,1,1,0,290526
278,5,5,4,1452062
127,1,1,0,588631
241,5,4,4,1296609
261,5,5,4,1386540
199,5,5,4,1130113
90,1,1,0,408630
152,4,4,3,836436
296,4,3,3,1462908
258,6,5,4,1364782
135,2,1,1,632977
294,5,4,4,1498964
153,3,2,2,802746
138,3,3,3,752483
100,2,1,2,493616
238,3,3,2,1151023
60,1,1,1,324092
96,1,1,1,480469
48,1,1,0,248831
48,2,2,2,318613
217,5,5,4,1201086
220,4,3,4,1151586
249,6,5,4,1373018
214,3,2,3,1081851
250,5,4,4,1333951
188,3,3,3,974124
288,6,5,4,1521416
209,3,3,2,1059724
211,5,4,4,1139425
86,2,2,2,490344
96,3,3,2,578857
118,1,1,1,575820
89,2,2,1,503547
273,4,4,3,1349548
153,3,2,2,782101
59,1,1,1,326020
188,3,3,3,992419
108,2,2,1,576736
215,4,3,4,1111707
240,5,4,4,1251979
104,2,1,1,495641
219,4,3,4,1112150
205,5,4,4,1092055
142,4,4,4,848946
231,4,3,3,1165107
49,2,2,1,330287
196,4,4,4,1034861
190,3,2,3,944243
108,2,2,1,557041
194,5,4,4,1051807
152,3,2,2,805549
294,6,5,4,1506213
245,4,4,4,1253826
245,5,4,4,1274505
144,4,3,3,794995
72,1,1,0,353224
115,3,3,3,685800
119,2,1,1,600989
49,1,1,0,243477
263,5,4,4,1354903
287,5,4,4,1466179
218,5,4,4,1158656
62,1,1,1,320422
199,4,4,3,1073769
282,6,5,4,1478472
50,1,1,0,230998
295,5,4,4,1483938
93,2,2,2,518844
267,5,4,4,1369714
77,1,1,0,362207
295,4,3,3,1451160
105,2,1,1,530354
273,5,4,4,1382042
150,3,2,3,811800
62,1,1,1,312226
132,3,2,2,685100
68,1,1,0,336418
296,5,5,4,1533284
95,1,1,0,424325
117,2,1,1,583862
155,3,3,2,827782
261,4,4,4,1323220
128,3,3,2,683257
262,5,4,4,1368659
182,3,3,2,920904
123,2,2,2,604298
171,2,2,1,824030
101,3,2,3,592154
90,2,2,2,473589
160,3,2,2,807717
158,4,3,3,844116
201,5,4,4,1117105
189,3,2,2,915990
207,5,4,4,1149227
251,6,5,4,1324822
124,2,1,2,625995
181,2,2,1,875647
259,6,5,4,1380999
284,5,5,4,1471917
162,3,2,3,833041
205,3,2,2,1019838
167,2,1,1,759943
191,4,3,4,1030570
114,3,3,2,634372
52,1,1,1,292445
221,4,3,4,1123244
160,3,2,3,853011
113,2,1,2,575073
239,4,4,3,1212948
172,2,2,2,840062
195,4,3,3,1036367
246,4,4,3,1250546
294,4,4,3,1462139
280,5,5,4,1428023
47,1,1,1,248634
49,1,1,1,246746
88,2,2,1,500441
294,4,3,4,1433617
285,6,5,4,1490887
264,5,5,4,1382542
269,5,4,4,1405761
267,4,4,3,1315652
142,3,2,2,733256
260,5,4,4,1362660
146,4,4,3,827796
295,6,5,4,1558223
249,6,5,4,1322869
55,1,1,1,291768
51,1,1,1,270358
49,2,2,2,310295
293,4,4,3,1458075
123,2,1,2,634848
103,2,1,2,513603
287,4,3,3,1430424
121,2,1,1,587498
64,1,1,0,309738
54,1,1,0,264726
253,5,4,4,1311631
263,6,5,4,1416796
71,1,1,1,350027
188,3,3,2,939561
69,1,1,0,306216
209,4,4,4,1098160
96,3,2,3,561396
231,4,4,3,1163549
51,1,1,1,290781
230,4,3,4,1163764
241,3,2,2,1164458
106,1,1,0,504380
273,4,3,4,1350357
287,5,4,4,1440777
143,4,4,4,861249
232,5,4,4,1205837
292,6,5,4,1535666
185,3,3,2,943104
76,1,1,1,392072
83,2,2,2,471463
244,5,5,4,1281862
46,1,1,0,263816
278,5,5,4,1432022
182,2,1,1,820389
166,3,2,2,866107
187,3,3,2,956501
172,3,2,2,875909
222,4,4,3,1165633
180,3,3,3,921275
74,1,1,0,371672
188,3,3,2,953818
99,3,3,2,598332
271,5,5,4,1396564
247,4,4,3,1272228
267,5,4,4,1354540
298,5,5,4,1550051
135,2,2,1,680438
189,2,2,1,922815
135,3,2,2,687405
81,2,1,2,467780
251,4,3,3,1262737
96,3,3,2,539411
51,1,1,0,277670
87,2,1,1,470330
49,1,1,0,232059
116,3,3,2,636344
214,5,4,4,1129461
181,2,1,1,819938
196,3,3,2,952279
159,2,1,2,761056
120,2,2,1,632605
241,3,3,2,1148417
159,2,2,2,758799
215,3,3,2,1090693
67,1,1,1,344165
216,4,4,3,1152731
199,4,4,3,1040566
300,5,5,4,1556698
46,1,1,1,230884
244,5,5,4,1277216
263,5,4,4,1352771
110,2,2,2,568926
298,6,5,4,1561035
215,4,3,4,1114437
299,6,5,4,1531279
260,5,4,4,1342704
46,1,1,1,257793
287,5,4,4,1492127
223,4,3,4,1150772
118,3,2,2,660852
159,2,1,1,766398
118,3,2,3,645958
72,1,1,1,385282
125,1,1,1,562258
85,2,1,1,447301
258,5,4,4,1359329
116,2,2,2,620553
217,5,4,4,1145691
124,1,1,0,566783
127,1,1,1,605958
277,5,5,4,1436165
125,2,1,2,601200
153,4,3,3,837309
139,2,2,2,690325
252,6,5,4,1381047
235,5,4,4,1221104
98,1,1,1,441438
167,3,2,2,816680
153,2,2,1,749755
148,2,1,2,695173
67,2,1,1,355016
92,2,1,2,503662
189,4,3,4,1027072
245,4,3,3,1219713
253,4,3,3,1270081
240,5,4,4,1245565
122,3,2,2,670485
163,3,2,2,828474
219,5,4,4,1165860
229,5,4,4,1204470
151,2,1,2,708583
52,1,1,0,264096
93,3,3,2,538972
127,1,1,1,584558
90,1,1,1,422904
287,5,5,4,1458524
294,4,4,4,1463075
254,5,5,4,1345385
205,4,3,4,1078157
275,5,4,4,1430564
170,2,1,1,786048
237,4,4,3,1197017
243,5,4,4,1278131
284,6,5,4,1474614
100,3,3,2,575314
213,3,3,3,1078207
293,5,5,4,1493843
277,4,3,4,1356936
154,3,2,3,776889
230,5,5,4,1214544
153,2,2,2,745119
135,1,1,0,597950
252,4,4,4,1317500
259,5,5,4,1387230
72,1,1,1,379760
197,4,3,4,1038866
291,6,5,4,1515445
244,3,2,2,1183164
119,2,2,1,580663
279,5,5,4,1424245
253,5,4,4,1344159
109,3,2,2,583127
141,4,3,4,790364
223,4,3,3,1129865
231,3,3,3,1147104
108,3,3,3,624495
225,4,4,4,1154430
135,3,3,3,722593
128,3,3,3,736983
268,5,4,4,1405418
98,1,1,1,446394
299,4,4,3,1486559
193,5,4,4,1088513
277,6,5,4,1489521
285,4,4,4,1426062
247,3,3,2,1199663
190,3,3,3,996950
257,5,4,4,1308541
52,1,1,1,301500
207,4,3,4,1069248
245,4,4,3,1268516
264,5,5,4,1380218
207,4,4,3,1062925
109,1,1,1,540675
126,2,1,1,588312
58,2,1,1,298423
85,3,2,2,497734
228,4,3,3,1146059
144,3,3,3,792005
71,1,1,0,352319
56,1,1,1,302252
107,1,1,1,494570
137,1,1,1,658753
230,4,4,3,1185180
56,2,1,2,344204
84,2,2,2,497108
205,5,4,4,1107579
50,1,1,0,245466
222,5,4,4,1193593
175,2,1,1,823124
56,1,1,1,270722
156,2,2,1,740602
87,2,2,2,482960
147,2,2,2,734008
298,6,5,4,1537990
133,2,2,2,651343
204,4,3,4,1069207
273,6,5,4,1457423
100,3,3,2,586168
225,4,3,4,1139960
62,1,1,1,327976
225,5,4,4,1183790
210,5,4,4,1125077
82,1,1,1,381905
205,3,2,3,1032107
50,1,1,1,275189
209,4,3,4,1080386
153,3,2,3,815541
83,3,3,3,545906
208,4,3,3,1095207
297,6,5,4,1545006
106,1,1,0,497615
212,5,4,4,1136080
54,1,1,1,263389
251,4,3,4,1280456
53,1,1,0,289985
257,5,5,4,1373793
222,5,4,4,1191762
69,2,2,2,408131
107,2,1,1,517081
69,1,1,0,323958
268,5,4,4,1365127
233,3,2,3,1162489
67,1,1,1,314317
180,3,3,3,945787
132,2,2,1,633676
208,4,4,4,1119393
107,2,2,2,553785
209,5,4,4,1122089
196,3,3,2,995419
150,2,1,2,701949
153,2,1,2,764241
242,4,4,3,1225711
151,3,3,3,821145
123,1,1,0,553431
242,5,4,4,1255717
80,1,1,0,393975
202,3,2,3,1031822
99,1,1,0,487395
280,5,5,4,1452210
276,5,5,4,1440264
88,2,2,1,450471
248,6,5,4,1340523
184,3,2,2,926308
240,5,4,4,1247415
251,5,5,4,1333188
266,4,3,3,1293479
157,2,1,1,750098
181,3,2,2,889252
160,4,4,4,880639
157,3,3,2,799608
149,3,3,3,817895
46,1,1,1,269637
201,4,3,4,1072859
80,1,1,1,422973
278,5,4,4,1422644
216,3,2,3,1090954
84,2,1,2,451852
45,2,1,2,264168
68,1,1,0,333024
130,2,1,1,618962
216,5,5,4,1187963
176,4,4,4,971264
51,1,1,1,300616
292,4,4,3,1423092
255,5,4,4,1330625
60,1,1,1,293520
90,2,2,1,466951
275,5,5,4,1458195
214,5,5,4,1164071
142,2,2,1,695807
277,5,5,4,1408946
300,5,5,4,1539287
193,4,4,4,1031491
78,1,1,1,358283
156,3,2,2,798205
201,3,3,3,1031470
45,1,1,0,224951
190,3,2,3,933348
145,4,3,4,807343
61,2,2,1,380396
242,5,5,4,1319925
178,3,3,2,913556
268,5,4,4,1368985
114,3,2,3,624788
88,2,2,1,465239
268,4,3,4,1355090
205,4,4,4,1091027
283,6,5,4,1460413
58,2,1,1,336918
199,4,4,3,1063490
195,3,3,2,974407
48,2,2,1,278148
73,1,1,1,373550
94,2,2,2,537443
76,1,1,0,366033
118,3,2,2,665258
124,2,2,1,644596
293,5,4,4,1457602
123,1,1,0,542988
98,3,2,3,563205
73,1,1,1,366301
139,3,3,3,784115
108,3,2,2,576711
117,2,1,1,575605
290,5,5,4,1501585
297,5,5,4,1517685
99,3,3,3,569510
59,1,1,0,297776
244,3,3,2,1196077
272,4,4,3,1360064
279,5,4,4,1422245
152,3,3,2,778835
122,2,2,2,645270
116,2,2,2,577670
292,6,5,4,1534151
177,3,3,3,925705
251,4,3,3,1279038
126,2,1,1,614930
288,5,4,4,1443509
134,3,3,2,695858
173,2,1,1,808536
236,3,2,3,1124255
275,6,5,4,1437826
174,4,4,4,947578
148,3,3,2,756237
57,1,1,0,305484
116,1,1,1,552443
81,1,1,1,380660
151,4,4,4,876732
115,1,1,1,551990
237,3,2,2,1157674
197,3,2,3,968510
71,1,1,0,365026
193,4,4,4,1017053
125,2,1,1,633915
204,5,4,4,1121992
286,5,4,4,1450354
260,5,4,4,1377197
75,1,1,1,392633
76,1,1,0,384999
63,1,1,1,331800
86,3,2,3,534604
66,1,1,1,338466
160,3,3,3,835884
161,2,1,1,779899
145,4,3,4,796417
243,5,4,4,1293562
263,5,4,4,1339332
233,4,3,4,1191208
74,1,1,0,362375
50,1,1,0,275544
52,1,1,0,235112
109,3,2,3,586665
205,4,3,4,1053501
248,6,5,4,1316605
173,3,3,3,929427
157,4,4,4,912531
194,4,4,4,1062529
98,1,1,1,485835
293,5,4,4,1517372
115,2,2,1,562044
235,4,3,3,1201766
270,6,5,4,1436696
62,1,1,1,308087
88,1,1,1,430063
54,2,2,2,315710
159,3,3,2,840048
265,4,4,3,1335490
223,3,3,3,1133700
155,2,2,2,793737
263,4,3,4,1335870
192,4,4,4,1019052
240,5,4,4,1294487
52,1,1,0,247779
196,4,4,3,1050540
185,3,3,3,972277
51,1,1,1,296988
180,3,3,3,901131
270,4,4,3,1344509
290,5,5,4,1500982
85,2,2,1,456864
137,2,2,2,718354
298,5,4,4,1488227
70,1,1,0,319075
270,5,4,4,1364985
177,3,2,3,904818
67,1,1,0,299477
272,4,3,3,1324772
211,4,4,3,1115266
263,5,4,4,1353000
229,4,4,4,1194646
195,3,2,3,947923
193,4,3,3,1019513
153,3,3,2,796427
61,1,1,0,274266
159,4,3,3,876587
286,6,5,4,1483981
195,4,4,3,1058363
230,4,4,4,1217033
104,2,2,2,546516
85,2,1,2,467816
292,5,5,4,1486457
109,2,2,1,568485
178,3,3,3,899330
86,3,3,2,527949
298,5,4,4,1479616
130,1,1,1,624168
285,4,3,3,1420647
265,4,3,3,1290675
243,5,5,4,1291966
168,3,2,3,890413
217,3,2,2,1070814
226,5,5,4,1242742
268,5,5,4,1418666
138,2,1,1,671499
234,5,5,4,1256543
135,2,1,1,639487
297,5,4,4,1493094
210,5,5,4,1136384
66,1,1,1,342892
205,3,3,3,1015852
105,2,2,2,555764
159,3,3,3,851525
99,2,2,1,493089
150,3,2,2,799369
144,2,2,1,700018
149,3,3,3,803937
109,3,3,2,633740
106,3,3,3,606439
89,2,2,1,467981
85,2,1,2,435271
216,4,4,3,1140521
206,3,3,2,1040409
207,4,3,3,1054516
115,3,2,2,611385
285,5,5,4,1490074
299,5,4,4,1524400
90,2,1,2,450408
296,5,4,4,1497604
179,4,3,4,967534
137,2,1,2,687176
293,6,5,4,1536213
291,5,4,4,1456564
192,4,4,4,1024613
262,4,3,4,1305299
103,2,2,1,554304
292,6,5,4,1498298
193,4,3,4,998584
210,4,4,4,1109649
271,6,5,4,1467992
72,1,1,0,337671
68,1,1,1,328103
130,2,1,2,622468
55,1,1,0,295146
215,4,3,3,1105990
152,3,2,2,804328
247,4,4,3,1284080
236,4,4,3,1214438
172,2,1,1,824887
97,3,3,2,546685
189,3,2,2,946189
171,2,2,1,842480
238,5,4,4,1283090
88,1,1,1,398920
52,1,1,1,259132
204,4,4,3,1063601
185,4,3,3,963319
286,6,5,4,1477298
158,4,4,4,884239
170,4,3,4,945681
246,4,3,4,1231884
57,2,1,2,331636
289,4,4,4,1425222
87,1,1,0,435077
295,5,4,4,1492423
287,5,4,4,1448916
255,5,5,4,1318392
209,5,4,4,1150045
152,4,4,4,883130
165,3,3,3,870713
86,1,1,0,398820
110,1,1,0,485891
146,4,3,3,840232
262,6,5,4,1379566
259,6,5,4,1365505
267,5,5,4,1406711
235,4,3,4,1205291
149,3,3,3,800135
152,3,2,2,783765
287,4,4,4,1419145
121,3,2,2,639636
141,3,2,3,739894
93,1,1,0,407975
224,4,4,3,1140424
185,3,3,3,945069
251,5,4,4,1320039
123,1,1,1,556286
179,2,1,2,841437
186,4,3,3,950375
163,3,2,2,804993
129,3,2,3,672897
71,1,1,1,369771
286,5,5,4,1461979
246,5,5,4,1301464
204,4,3,3,1036686
187,3,3,3,961518
173,2,2,2,824266
57,1,1,1,315142
262,5,4,4,1351923
136,1,1,1,622857
144,2,2,2,696967
233,4,3,4,1164797
185,4,4,3,1009580
174,3,2,2,898369
286,6,5,4,1502227
98,1,1,0,464768
123,2,1,1,597097
106,1,1,0,478793
94,2,1,1,469601
207,4,4,3,1099948
251,6,5,4,1336844
120,2,1,1,586058
67,1,1,1,320735
46,1,1,1,228914
219,5,4,4,1152577
104,1,1,0,461967
207,3,2,2,994655
236,5,4,4,1238370
142,3,3,2,750258
191,3,3,2,968230
206,5,4,4,1110078
147,3,3,3,807115
270,5,4,4,1384275
231,4,4,3,1159607
242,4,3,4,1223135
192,3,3,3,956347
152,3,2,3,781494
61,1,1,1,293362
284,5,5,4,1480942
62,1,1,1,345372
49,1,1,1,255735
217,3,2,3,1057472
128,3,2,2,677370
278,6,5,4,1492263
169,3,3,3,885424
250,5,4,4,1327015
100,3,3,3,601846
250,4,3,3,1238698
146,3,2,3,790879
72,1,1,0,367926
222,5,5,4,1207585
45,1,1,0,221744
202,3,2,2,1015614
149,4,3,3,804901
236,3,3,2,1142791
96,3,3,2,592023
286,6,5,4,1521207
94,3,2,3,570806
113,3,3,3,672325
262,6,5,4,1402401
58,1,1,0,280791
230,4,3,4,1209938
84,2,1,2,433118
67,1,1,1,315485
218,5,4,4,1152479
190,3,3,3,944282
178,4,3,3,942697
99,3,2,3,586761
96,3,2,2,535107
110,3,3,2,622859
250,6,5,4,1347851
177,2,2,2,880583
287,5,5,4,1501878
136,3,3,2,710055
48,1,1,0,248344
277,6,5,4,1451862
65,1,1,1,325058
70,1,1,1,344115
196,3,3,2,971417
227,5,4,4,1201675
197,3,2,3,1001366
63,2,1,1,323108
93,2,1,2,486852
185,3,3,2,960104
279,4,3,4,1380231
64,1,1,1,330395
